ID	TP/FP	alt support	ref support
HG2_Ill_scalpel_11336	TP	19	10
HG3_Ill_svaba_15143	TP	21	23
HG3_Ill_Spiral_12501	TP	68	0
HG2_Ill_GATKHCSBGrefine_8088	TP	21	19
HG2_Ill_150bpfermikitraw_15079	TP	21	19
HG4_Ill_scalpel_11020	FP	76	54
HG3_Ill_GATKHC_19131	TP	33	1
HG3_Ill_FB_10348	TP	25	53
HG3_Ill_SVrefine2DISCOVARDovetail_8772	TP	30	46
HG3_Ill_250bpfermikitraw_15570	FP	2	51
HG3_Ill_GATKHCSBGrefine_7978	TP	17	57
HG4_Ill_250bpfermikitraw_15862	TP	14	26
HG4_Ill_SVrefine2DISCOVARDovetail_8558	FP	46	55
HG2_Ill_GATKHC_19251	TP	25	-1
HG2_Ill_SpiralSDKrefine_2457	TP	23	-1
HG2_Ill_GATKHCSBGrefine_8091	TP	59	106
HG2_Ill_GATKHC_19253	TP	27	-1
HG3_CG_vcfBeta_6520	TP	22	31
HG4_Ill_250bpfermikitraw_15864	TP	44	0
HG3_Ill_FB_10353	TP	14	1
HG2_Ill_150bpfermikitraw_15086	TP	29	0
HG2_PB_SVrefine2Falcon1plusDovetail_1745	TP	51	-1
HG2_Ill_250bpfermikitraw_16020	TP	18	19
HG2_Ill_Krunchall_16354	TP	24	15
HG2_PB_pbsv_12090	TP	40	28
HG4_Ill_Krunchall_16608	TP	17	1
HG3_Ill_150bpfermikitraw_15106	FP	49	20
HG3_Ill_250bpfermikitraw_15581	TP	19	24
HG3_PB_SVrefine2Falcon1Dovetail_7320	TP	66	0
HG3_Ill_250bpfermikitraw_15583	TP	16	16
HG2_PB_assemblyticsfalcon_3910	TP	33	2
HG2_PB_SVrefine2Falcon2Bionano_5857	TP	301	-1
HG2_Ill_GATKHC_19267	TP	6	5
HG2_PB_SVrefine2PB10Xhap12_8718	TP	1019	43
HG4_Ill_150bpfermikitraw_15243	TP	2	43
HG3_Ill_MetaSV_752	TP	25	31
HG2_Ill_Krunchall_16361	TP	27	56
HG3_PB_SVrefine2Falcon1Dovetail_7321	TP	38	2
HG3_Ill_MetaSV_753	TP	24	1
HG4_Ill_scalpel_11032	TP	18	21
HG4_Ill_250bpfermikitraw_15875	TP	18	17
HG3_PB_SVrefine2Falcon1Dovetail_7322	TP	25	65
HG4_Ill_FB_10338	TP	49	0
HG4_Ill_FB_10339	TP	20	27
HG2_10X_allpass_1949	TP	52	1
HG2_Ill_scalpel_11353	TP	17	14
HG3_PB_SVrefine2Falcon1Dovetail_7325	TP	71	1
HG2_PB_assemblyticsfalcon_3925	TP	51	0
HG3_Ill_150bpfermikitraw_15116	TP	41	0
HG3_Ill_GATKHC_19156	TP	37	2
HG2_Ill_GATKHC_19279	TP	33	0
HG2_Ill_scalpel_11356	TP	27	30
HG3_Ill_250bpfermikitraw_15594	FP	39	45
HG3_Ill_250bpfermikitraw_15595	TP	56	0
HG2_10X_SVrefine210Xhap12_8465	TP	23	-1
HG3_Ill_Spiral_12522	TP	39	25
HG2_Ill_MetaSV_759	TP	9	34
HG2_Ill_svaba_15006	TP	8	23
HG3_Ill_150bpfermikitraw_15124	TP	121	0
HG3_Ill_Cortex_567	TP	52	0
HG2_Ill_SpiralSDKrefine_2476	TP	24	26
HG2_Ill_Krunchall_16379	TP	57	0
HG3_Ill_svaba_15172	TP	4	55
HG2_PB_SVrefine2Falcon2Bionano_5866	TP	6	3
HG2_Ill_GATKHCSBGrefine_8104	TP	22	-1
HG4_PB_pbsv_12073	FP	7	14
HG3_PB_SVrefine2Falcon1Dovetail_7331	TP	59	0
HG3_Ill_150bpfermikitraw_15130	TP	11	43
HG2_PB_SVrefine2Falcon1plusDovetail_1760	TP	21	25
HG4_Ill_scalpel_11045	TP	30	25
HG2_PB_assemblyticsfalcon_3944	TP	5	42
HG2_Ill_FB_10385	TP	28	-1
HG3_Ill_scalpel_11565	FP	12	43
HG2_PB_SVrefine2Falcon1plusDovetail_1761	TP	49	35
HG4_Ill_150bpfermikitraw_15267	TP	24	22
HG4_Ill_Krunchall_16634	FP	20	41
HG4_Ill_FB_10352	FP	4	59
HG2_Ill_GATKHC_19294	TP	106	29
HG3_Ill_scalpel_11566	TP	53	1
HG4_Ill_scalpel_11050	FP	6	50
HG2_Ill_breakscan11_4256	TP	44	44
HG4_Ill_GATKHC_19280	TP	55	17
HG4_Ill_svaba_15057	TP	5	12
HG2_Ill_Krunchall_16390	TP	65	2
HG4_Ill_GATKHC_19283	TP	9	-1
HG2_Ill_Krunchall_16391	TP	5	13
HG4_CG_vcfBeta_7691	TP	16	-1
HG2_Ill_svaba_15023	TP	22	20
HG4_PB_SVrefine2Falcon1Dovetail_7357	FP	4	55
HG3_Ill_Krunchall_16080	TP	30	16
HG2_Ill_150bpfermikitraw_15126	TP	157	57
HG2_Ill_GATKHC_19302	TP	52	1
HG3_CG_vcfBeta_6544	TP	27	27
HG4_Ill_250bpfermikitraw_15907	TP	60	1
HG2_Ill_Krunchall_16397	TP	17	18
HG4_Ill_250bpfermikitraw_15909	TP	31	16
HG3_Ill_150bpfermikitraw_15140	TP	38	-1
HG2_Ill_GATKHC_19308	TP	47	25
HG2_Ill_Krunchall_16401	TP	31	20
HG3_Ill_250bpfermikitraw_15618	TP	26	32
HG2_PB_assemblyticsfalcon_3958	TP	28	0
HG4_Ill_Krunchall_16650	TP	28	0
HG2_PB_SVrefine2PBcRplusDovetail_1677	TP	52	3
HG2_Ill_GATKHC_19315	TP	30	17
HG3_Ill_150bpfermikitraw_15144	TP	49	46
HG4_Ill_scalpel_11062	FP	37	6
HG4_Ill_FB_10364	FP	28	1628
HG4_Ill_150bpfermikitraw_15288	TP	19	35
HG4_Ill_250bpfermikitraw_15915	TP	18	15
HG4_Ill_FB_10365	TP	24	28
HG2_Ill_SpiralSDKrefine_2490	TP	83	100
HG3_PB_SVrefine2PBcRDovetail_5665	TP	44	3
HG4_Ill_150bpfermikitraw_15292	TP	25	0
HG3_Ill_GATKHC_19195	TP	20	29
HG2_PB_pbsv_12122	TP	21	20
HG2_Ill_GATKHC_19322	TP	13	4
HG4_Ill_manta_2860	TP	33	4
HG2_Ill_Krunchall_16413	TP	24	-1
HG4_Ill_150bpfermikitraw_15293	TP	27	35
HG3_PB_SVrefine2Falcon1Dovetail_7340	TP	21	49
HG4_Ill_SVrefine2DISCOVARDovetail_8589	FP	4	44
HG4_Ill_150bpfermikitraw_15296	FP	16	75
HG2_Ill_scalpel_11389	TP	29	35
HG4_Ill_Krunchall_16659	TP	24	11
HG2_Ill_scalpel_11390	TP	7	16
HG2_PB_SVrefine2Falcon1plusDovetail_1772	TP	11	0
HG4_Ill_GATKHC_19308	TP	27	29
HG2_Ill_Krunchall_16415	TP	46	16
HG2_Ill_GATKHC_19330	TP	15	24
HG3_Ill_GATKHC_19203	TP	23	-1
HG3_Ill_250bpfermikitraw_15630	TP	27	56
HG3_Ill_250bpfermikitraw_15631	TP	13	34
HG2_Ill_GATKHC_19334	TP	41	14
HG3_Ill_svaba_15196	TP	63	1
HG2_Ill_250bpfermikitraw_16084	TP	56	72
HG3_Ill_250bpfermikitraw_15636	TP	13	6
HG2_Ill_GATKHCSBGrefine_8119	TP	32	9
HG4_Ill_GATKHC_19315	TP	31	23
HG2_PB_assemblyticsfalcon_3986	TP	43	0
HG2_PB_SVrefine2PB10Xhap12_8749	TP	45	4
HG3_Ill_150bpfermikitraw_15159	TP	41	1
HG2_Ill_Krunchall_16429	TP	22	19
HG2_Ill_GATKHC_19344	TP	9	5
HG4_Ill_scalpel_11081	FP	41	45
HG4_Ill_svaba_15090	TP	29	0
HG3_Ill_FB_10390	FP	1	41
HG2_Ill_FB_10411	TP	64	33
HG3_Ill_GATKHC_19215	TP	62	1
HG3_Ill_150bpfermikitraw_15164	TP	45	0
HG3_Ill_150bpfermikitraw_15165	FP	32	17
HG3_Ill_GATKHC_19217	FP	44	20
HG2_Ill_150bpfermikitraw_15161	TP	17	6
HG3_Ill_svaba_15206	TP	21	24
HG4_Ill_Krunchall_16676	TP	53	0
HG4_Ill_FB_10380	TP	15	1
HG2_Ill_GATKHCSBGrefine_8120	TP	98	1
HG4_Ill_scalpel_11086	TP	22	21
HG2_PB_SVrefine2PB10Xhap12_8752	TP	3	-1
HG2_Ill_FB_10415	TP	19	13
HG4_Ill_FB_10382	TP	17	23
HG4_Ill_GATKHCSBGrefine_8331	TP	13	24
HG3_Ill_Krunchall_16117	TP	22	31
HG4_Ill_150bpfermikitraw_15317	TP	40	32
HG2_Ill_svaba_15056	TP	47	0
HG2_Ill_150bpfermikitraw_15169	TP	29	46
HG3_Ill_GATKHC_19228	TP	48	0
HG4_PB_assemblyticsfalcon_3897	TP	1	20
HG3_Ill_svaba_15214	TP	25	21
HG3_Ill_Krunchall_16122	TP	21	45
HG4_Ill_svaba_15100	TP	56	0
HG4_Ill_150bpfermikitraw_15322	TP	18	41
HG4_Ill_250bpfermikitraw_15943	TP	18	18
HG3_PB_pbsv_11810	TP	123	-1
HG3_Ill_FB_10404	TP	46	2
HG2_Ill_FB_10427	TP	43	0
HG4_Ill_GATKHC_19338	TP	63	1
HG2_Ill_150bpfermikitraw_15178	TP	28	12
HG4_10X_allpass_2293	TP	25	24
HG2_PB_SVrefine2Falcon1plusDovetail_1781	TP	33	95
HG3_Ill_svaba_15225	TP	24	44
HG3_Ill_Spiral_12575	TP	44	0
HG2_Ill_Krunchall_16454	TP	27	18
HG2_Ill_GATKHC_19374	TP	20	22
HG4_Ill_250bpfermikitraw_15951	TP	24	32
HG3_Ill_scalpel_11610	TP	1	4
HG3_Ill_svaba_15229	TP	5	-1
HG3_Ill_Krunchall_16136	TP	42	1
HG3_Ill_Krunchall_16137	TP	21	17
HG3_Ill_GATKHCSBGrefine_8007	TP	60	12
HG2_Ill_scalpel_11418	TP	32	22
HG4_Ill_250bpfermikitraw_15953	FP	11	165
HG4_PB_HySA_17568	FP	40	63
HG4_Ill_150bpfermikitraw_15337	TP	18	-1
HG4_Ill_150bpfermikitraw_15338	TP	15	33
HG4_Ill_scalpel_11099	TP	19	18
HG2_CG_vcfBeta_6889	TP	8	17
HG4_Ill_scalpel_11100	TP	50	-1
HG3_PB_assemblyticsfalcon_4004	TP	52	-1
HG2_Ill_GATKHCSBGrefine_8123	TP	53	48
HG4_Ill_GATKHC_19350	TP	33	1
HG2_Ill_svaba_15079	TP	39	15
HG3_Ill_250bpfermikitraw_15669	TP	38	-1
HG3_Ill_GATKHC_19247	FP	1	48
HG3_Ill_150bpfermikitraw_15198	TP	26	1
HG4_Ill_GATKHCSBGrefine_8336	TP	55	32
HG4_Ill_150bpfermikitraw_15343	TP	51	0
HG4_Ill_scalpel_11107	FP	45	0
HG4_Ill_GATKHCSBGrefine_8338	TP	40	8
HG3_Ill_GATKHC_19250	FP	16	33
HG3_PB_assemblyticsfalcon_4006	TP	48	23
HG3_Ill_150bpfermikitraw_15201	TP	26	24
HG4_Ill_scalpel_11110	TP	16	24
HG4_Ill_Krunchall_16708	FP	21	29
HG3_Ill_Spiral_12588	TP	24	22
HG2_Ill_MetaSV_774	TP	17	-1
HG3_Ill_250bpfermikitraw_15675	TP	24	24
HG3_PB_HySA_18209	TP	26	18
HG4_Ill_GATKHC_19360	TP	1	1
HG3_Ill_150bpfermikitraw_15205	TP	38	22
HG4_10X_allpass_2296	FP	1	57
HG3_Ill_250bpfermikitraw_15679	FP	2	43
HG2_Ill_MetaSV_775	TP	20	24
HG4_Ill_FB_10403	FP	37	44
HG4_Ill_FB_10404	TP	23	25
HG4_Ill_SVrefine2DISCOVARDovetail_8608	TP	1	28
HG4_Ill_GATKHC_19364	TP	38	89
HG2_Ill_GATKHC_19393	TP	15	17
HG4_Ill_150bpfermikitraw_15359	TP	25	39
HG4_Ill_FB_10408	TP	36	9
HG2_PB_SVrefine2Falcon2Bionano_5887	TP	1	23
HG4_Ill_250bpfermikitraw_15982	TP	36	-1
HG2_Ill_svaba_15095	TP	28	23
HG3_Ill_Krunchall_16157	TP	36	-1
HG2_Ill_GATKHC_19399	TP	30	40
HG4_Ill_FB_10409	TP	63	0
HG2_Ill_GATKHCSBGrefine_8134	TP	32	0
HG4_Ill_svaba_15139	TP	20	34
HG2_Ill_svaba_15099	TP	42	0
HG2_Ill_250bpfermikitraw_16142	TP	53	55
HG3_Ill_Spiral_12599	FP	26	-1
HG4_Ill_250bpfermikitraw_15987	TP	12	36
HG3_Ill_150bpfermikitraw_15216	TP	16	25
HG3_Ill_250bpfermikitraw_15693	FP	40	39
HG3_Ill_GATKHCSBGrefine_8027	TP	25	32
HG2_PB_SVrefine2Falcon1plusDovetail_1791	TP	48	0
HG2_Ill_scalpel_11434	TP	26	35
HG2_Ill_GATKHC_19407	TP	20	55
HG3_Ill_250bpfermikitraw_15695	TP	38	29
HG2_Ill_150bpfermikitraw_15219	TP	45	0
HG2_PB_assemblyticsfalcon_4047	TP	25	26
HG2_Ill_GATKHC_19410	TP	24	31
HG2_Ill_SpiralSDKrefine_2546	TP	35	94
HG2_PB_assemblyticsPBcR_3896	TP	136	0
HG2_Ill_Krunchall_16485	TP	19	26
HG4_Ill_svaba_15147	FP	3	42
HG4_Ill_150bpfermikitraw_15372	TP	13	10
HG3_Ill_GATKHC_19278	TP	14	99
HG3_Ill_scalpel_11633	TP	50	0
HG3_Ill_150bpfermikitraw_15225	TP	37	0
HG2_Ill_150bpfermikitraw_15226	TP	45	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_1971	TP	28	1
HG3_Ill_GATKHC_19281	FP	2	63
HG2_Ill_manta_3374	TP	56	61
HG4_Ill_SVrefine2DISCOVARDovetail_8618	TP	65	0
HG2_PB_assemblyticsfalcon_4057	TP	32	0
HG3_Ill_150bpfermikitraw_15229	TP	39	0
HG2_PB_assemblyticsPBcR_3904	TP	33	-1
HG3_Ill_250bpfermikitraw_15707	TP	89	-1
HG3_Ill_GATKHC_19290	TP	2	-1
HG4_PB_assemblyticsfalcon_3953	TP	8	-1
HG3_Ill_Krunchall_16175	TP	35	24
HG2_Ill_scalpel_11444	TP	29	25
HG2_Ill_scalpel_11445	TP	27	42
HG4_Ill_250bpfermikitraw_16002	TP	83	-1
HG2_Ill_GATKHC_19421	TP	89	-1
HG2_Ill_SpiralSDKrefine_2551	TP	27	27
HG2_Ill_Krunchall_16494	TP	66	2
HG2_PB_SVrefine2PBcRplusDovetail_1707	TP	37	0
HG3_Ill_250bpfermikitraw_15712	TP	22	0
HG3_Ill_GATKHC_19295	TP	36	-1
HG2_PB_assemblyticsfalcon_4067	TP	53	0
HG3_Ill_GATKHC_19299	FP	1	38
HG4_Ill_GATKHC_19394	TP	37	33
HG2_PB_SVrefine2PB10Xhap12_8774	TP	112	-1
HG3_Ill_250bpfermikitraw_15718	TP	44	66
HG4_Ill_Krunchall_16739	TP	19	53
HG4_Ill_GATKHC_19396	TP	22	44
HG3_Ill_GATKHCSBGrefine_8039	TP	18	11
HG4_Ill_GATKHCSBGrefine_8360	TP	12	-1
HG4_Ill_GATKHCSBGrefine_8361	TP	13	-1
HG3_Ill_manta_2756	TP	25	-1
HG4_Ill_GATKHCSBGrefine_8363	TP	16	-1
HG2_PB_assemblyticsPBcR_3916	TP	57	-1
HG4_Ill_FB_10427	TP	16	18
HG2_PB_SVrefine2Falcon2Bionano_5898	TP	18	-1
HG2_PB_PB10Xdip_5385	TP	15	8
HG4_Ill_150bpfermikitraw_15392	TP	55	9
HG2_10X_allpass_1964	TP	16	36
HG4_Ill_150bpfermikitraw_15393	TP	34	16
HG2_Ill_Krunchall_16507	TP	55	10
HG3_Ill_Spiral_12625	TP	51	2
HG4_Ill_svaba_15168	TP	33	29
HG2_Ill_250bpfermikitraw_16178	TP	17	45
HG2_Ill_Krunchall_16509	TP	13	8
HG3_PB_SVrefine2Falcon1Dovetail_7371	TP	58	0
HG3_Ill_scalpel_11649	TP	23	3
HG2_Ill_SpiralSDKrefine_2560	TP	38	22
HG4_Ill_150bpfermikitraw_15398	TP	56	0
HG3_Ill_GATKHCSBGrefine_8044	TP	43	3
HG2_Ill_FB_10473	TP	21	29
HG4_Ill_svaba_15173	TP	20	23
HG4_Ill_GATKHC_19414	TP	38	0
HG3_Ill_scalpel_11654	TP	54	0
HG3_Ill_GATKHCSBGrefine_8045	TP	22	30
HG3_Ill_250bpfermikitraw_15734	FP	60	-1
HG3_Ill_SVrefine2DISCOVARDovetail_8847	TP	32	0
HG2_Ill_svaba_15134	TP	35	12
HG4_PB_HySA_17623	TP	35	17
HG2_Ill_250bpfermikitraw_16187	TP	35	12
HG4_Ill_Krunchall_16760	TP	16	-1
HG2_Ill_150bpfermikitraw_15252	TP	35	1
HG2_Ill_150bpfermikitraw_15253	TP	28	24
HG2_Ill_scalpel_11465	TP	61	1
HG2_Ill_SpiralSDKrefine_2565	TP	62	2
HG4_Ill_GATKHCSBGrefine_8374	TP	51	0
HG4_Ill_Krunchall_16765	TP	38	0
HG4_Ill_150bpfermikitraw_15410	TP	78	41
HG2_PB_SVrefine2Falcon2Bionano_5903	TP	36	0
HG4_Ill_150bpfermikitraw_15411	TP	32	0
HG4_Ill_scalpel_11152	TP	23	42
HG3_PB_assemblyticsfalcon_4076	TP	19	27
HG4_Ill_svaba_15186	FP	26	73
HG2_Ill_150bpfermikitraw_15261	TP	71	45
HG3_Ill_Spiral_12639	TP	29	47
HG3_Ill_150bpfermikitraw_15264	TP	30	16
HG2_Ill_GATKHC_19466	TP	17	0
HG3_PB_assemblyticsfalcon_4078	TP	3	7
HG4_Ill_scalpel_11156	TP	21	3
HG2_Ill_Krunchall_16529	TP	22	18
HG3_Ill_150bpfermikitraw_15269	TP	29	34
HG4_Ill_Krunchall_16776	TP	7	2
HG2_Ill_svaba_15147	TP	119	13
HG3_Ill_Spiral_12642	FP	6	12
HG3_Ill_250bpfermikitraw_15748	FP	65	46
HG3_PB_pbsv_11859	TP	12	28
HG3_Ill_GATKHC_19334	TP	30	27
HG2_Ill_GATKHC_19473	TP	18	39
HG3_Ill_Krunchall_16219	TP	22	1
HG2_PB_assemblyticsfalcon_4094	TP	12	30
HG3_PB_SVrefine2Falcon1Dovetail_7377	TP	20	19
HG2_Ill_scalpel_11477	TP	17	18
HG2_Ill_SVrefine2DISCOVARplusDovetail_1987	TP	24	43
HG2_PB_pbsv_12187	TP	23	47
HG2_Ill_GATKHCSBGrefine_8165	TP	43	-1
HG3_Ill_svaba_15306	TP	33	1
HG2_Ill_scalpel_11478	TP	36	13
HG2_Ill_svaba_15157	TP	46	0
HG2_PB_HySA_22071	TP	5	8
HG3_PB_assemblyticsfalcon_4092	TP	106	27
HG2_Ill_GATKHC_19480	TP	92	2
HG2_Ill_250bpfermikitraw_16213	TP	130	-1
HG4_Ill_150bpfermikitraw_15424	FP	16	22
HG2_Ill_Krunchall_16541	TP	21	29
HG4_Ill_150bpfermikitraw_15425	TP	41	0
HG4_PB_pbsv_12157	FP	8	34
HG3_Ill_GATKHC_19347	TP	9	23
HG4_Ill_150bpfermikitraw_15427	TP	20	31
HG2_Ill_Krunchall_16544	TP	26	14
HG2_Ill_250bpfermikitraw_16217	TP	24	0
HG2_PB_SVrefine2Falcon2Bionano_5910	TP	9	26
HG3_Ill_svaba_15314	FP	4	38
HG4_Ill_GATKHC_19450	FP	25	49
HG2_Ill_250bpfermikitraw_16218	TP	14	18
HG4_Ill_scalpel_11170	FP	21	66
HG4_Ill_GATKHCSBGrefine_8382	TP	40	9
HG2_Ill_scalpel_11487	TP	64	0
HG4_Ill_GATKHC_19453	TP	4	2
HG4_Ill_FB_10457	TP	34	1
HG2_Ill_GATKHC_19489	TP	45	23
HG2_PB_SVrefine2Falcon2Bionano_5912	TP	48	-1
HG4_Ill_SVrefine2DISCOVARDovetail_8634	TP	32	-1
HG2_PB_HySA_22085	TP	44	81
HG4_Ill_GATKHCSBGrefine_8386	TP	29	35
HG3_Ill_250bpfermikitraw_15769	TP	65	-1
HG2_Ill_FB_10492	TP	4	5
HG4_Ill_FB_10458	TP	27	26
HG3_Ill_Spiral_12658	TP	39	0
HG2_Ill_SpiralSDKrefine_2588	TP	24	17
HG4_PB_HySA_17661	TP	30	28
HG3_Ill_Krunchall_16246	TP	20	24
HG3_Ill_Krunchall_16247	TP	66	54
HG2_Ill_scalpel_11497	TP	46	-1
HG2_Ill_250bpfermikitraw_16227	TP	24	-1
HG3_Ill_Cortex_597	TP	24	22
HG2_PB_PB10Xdip_5406	TP	45	7
HG3_Ill_scalpel_11686	TP	13	19
HG2_Ill_SpiralSDKrefine_2591	TP	30	30
HG4_Ill_250bpfermikitraw_16070	TP	17	40
HG2_Ill_250bpfermikitraw_16230	TP	33	35
HG3_Ill_svaba_15330	TP	52	1
HG4_PB_assemblyticsfalcon_4023	TP	54	0
HG4_Ill_250bpfermikitraw_16074	TP	5	22
HG2_Ill_Krunchall_16565	TP	17	8
HG4_Ill_Krunchall_16813	TP	27	-1
HG2_Ill_150bpfermikitraw_15296	TP	33	1
HG4_Ill_GATKHC_19473	FP	50	13
HG2_PB_SVrefine2Falcon2Bionano_5915	TP	14	31
HG2_PB_PB10Xdip_5414	TP	281	80
HG4_Ill_150bpfermikitraw_15449	FP	3	68
HG2_Ill_150bpfermikitraw_15297	TP	46	-1
HG4_Ill_GATKHCSBGrefine_8407	FP	35	43
HG2_Ill_250bpfermikitraw_16236	TP	31	28
HG4_Ill_GATKHC_19478	FP	37	12
HG4_Ill_250bpfermikitraw_16082	FP	29	41
HG3_Ill_150bpfermikitraw_15310	TP	32	0
HG3_Ill_SVrefine2DISCOVARDovetail_8865	TP	21	35
HG3_Ill_Krunchall_16258	TP	8	13
HG2_Ill_250bpfermikitraw_16238	TP	66	26
HG4_Ill_Krunchall_16820	TP	31	20
HG3_Ill_250bpfermikitraw_15788	TP	61	34
HG2_Ill_scalpel_11507	TP	21	1
HG4_Ill_150bpfermikitraw_15456	TP	18	24
HG3_Ill_250bpfermikitraw_15790	TP	25	-1
HG3_Ill_GATKHC_19375	TP	14	25
HG2_CG_vcfBeta_6923	TP	24	11
HG3_CG_vcfBeta_6589	TP	31	15
HG3_Ill_Krunchall_16265	TP	24	-1
HG2_Ill_250bpfermikitraw_16246	TP	19	29
HG3_Ill_150bpfermikitraw_15318	TP	36	22
HG2_Ill_scalpel_11513	TP	39	65
HG3_Ill_Krunchall_16268	TP	55	43
HG4_Ill_150bpfermikitraw_15459	TP	17	57
HG2_PB_assemblyticsfalcon_4137	TP	2	41
HG3_PB_SVrefine2Falcon1Dovetail_7390	TP	41	0
HG4_Ill_GATKHC_19484	TP	33	17
HG3_PB_pbsv_11881	TP	31	26
HG3_PB_SVrefine2Falcon1Dovetail_7391	TP	15	57
HG2_Ill_250bpfermikitraw_16251	TP	9	40
HG2_Ill_FB_10512	TP	14	-1
HG2_Ill_150bpfermikitraw_15313	TP	10	39
HG2_Ill_SpiralSDKrefine_2611	TP	14	19
HG2_Ill_250bpfermikitraw_16253	TP	20	3
HG2_Ill_GATKHCSBGrefine_8185	TP	203	-1
HG4_Ill_GATKHCSBGrefine_8414	TP	16	44
HG3_Ill_250bpfermikitraw_15803	TP	14	65
HG3_Ill_Spiral_12684	TP	30	23
HG4_Ill_150bpfermikitraw_15463	TP	41	34
HG3_Ill_GATKHC_19389	TP	26	13
HG2_Ill_manta_3399	TP	21	15
HG3_Ill_250bpfermikitraw_15807	TP	29	13
HG4_Ill_GATKHC_19490	TP	14	27
HG2_Ill_Krunchall_16593	TP	24	1
HG2_Ill_GATKHCSBGrefine_8188	TP	24	19
HG2_Ill_GATKHC_19533	TP	689	54
HG4_Ill_GATKHCSBGrefine_8417	FP	4	44
HG2_Ill_150bpfermikitraw_15320	TP	31	0
HG4_Ill_150bpfermikitraw_15467	TP	19	16
HG2_Ill_GATKHC_19536	TP	27	2
HG2_Ill_150bpfermikitraw_15323	TP	14	6
HG4_Ill_svaba_15234	TP	4	-1
HG2_Ill_svaba_15195	TP	44	29
HG4_Ill_250bpfermikitraw_16097	FP	34	107
HG4_Ill_150bpfermikitraw_15470	TP	14	15
HG4_Ill_250bpfermikitraw_16099	TP	67	0
HG3_Ill_SVrefine2DISCOVARDovetail_8875	TP	1	52
HG4_Ill_svaba_15239	TP	43	-1
HG2_Ill_GATKHCSBGrefine_8191	TP	23	37
HG4_Ill_GATKHCSBGrefine_8422	FP	65	-1
HG2_PB_SVrefine2Falcon1plusDovetail_1827	TP	66	49
HG4_Ill_Krunchall_16841	TP	26	12
HG2_Ill_250bpfermikitraw_16268	TP	63	0
HG2_Ill_svaba_15203	TP	7	286
HG4_Ill_GATKHC_19499	TP	10	12
HG2_Ill_Krunchall_16601	TP	22	-1
HG3_Ill_GATKHC_19401	TP	4	44
HG4_Ill_Krunchall_16846	TP	42	2
HG4_Ill_FB_10482	FP	30	46
HG4_Ill_Krunchall_16848	TP	32	31
HG2_PB_SVrefine2PB10Xhap12_8808	TP	47	-1
HG3_Ill_150bpfermikitraw_15339	FP	6	55
HG4_Ill_250bpfermikitraw_16109	FP	11	40
HG4_10X_allpass_2310	TP	50	2
HG3_Ill_150bpfermikitraw_15343	TP	26	12
HG4_CG_vcfBeta_7768	TP	23	24
HG4_Ill_250bpfermikitraw_16112	TP	22	28
HG4_Ill_GATKHC_19512	TP	21	22
HG4_Ill_SVrefine2DISCOVARDovetail_8657	TP	36	23
HG2_PB_SVrefine2Falcon2Bionano_5927	TP	32	32
HG4_Ill_150bpfermikitraw_15488	TP	26	26
HG3_Ill_150bpfermikitraw_15347	TP	40	0
HG2_PB_SVrefine2Falcon1plusDovetail_1833	TP	20	-1
HG2_Ill_Krunchall_16612	TP	30	-1
HG2_Ill_Krunchall_16613	TP	26	23
HG3_Ill_Krunchall_16298	TP	19	27
HG4_Ill_GATKHC_19516	TP	42	21
HG4_Ill_250bpfermikitraw_16119	FP	3	45
HG2_Ill_GATKHCSBGrefine_8198	TP	61	-1
HG3_Ill_Krunchall_16303	FP	6	19
HG4_Ill_Krunchall_16866	TP	24	0
HG2_PB_SVrefine2PBcRplusDovetail_1743	TP	4	69
HG2_Ill_scalpel_11541	TP	6	5
HG2_PB_SVrefine2Falcon1plusDovetail_1835	TP	7	-1
HG3_Ill_svaba_15376	FP	35	32
HG2_Ill_250bpfermikitraw_16282	TP	17	56
HG4_Ill_Krunchall_16869	FP	12	27
HG2_Ill_150bpfermikitraw_15345	TP	22	-1
HG3_Ill_250bpfermikitraw_15833	TP	5	20
HG4_Ill_Krunchall_16871	TP	31	17
HG2_PB_SVrefine2Falcon2Bionano_5931	TP	48	0
HG3_Ill_FB_10514	TP	37	85
HG4_Ill_150bpfermikitraw_15499	FP	2	71
HG3_Ill_Cortex_605	TP	38	36
HG4_Ill_GATKHC_19531	TP	56	74
HG3_Ill_svaba_15382	TP	38	1
HG4_Ill_FB_10496	TP	50	0
HG3_Ill_150bpfermikitraw_15363	FP	18	33
HG4_Ill_150bpfermikitraw_15505	TP	29	-1
HG4_Ill_150bpfermikitraw_15506	TP	51	16
HG3_Ill_150bpfermikitraw_15365	TP	23	56
HG4_PB_SVrefine2Falcon1Dovetail_7436	TP	25	40
HG2_PB_SVrefine2Falcon1plusDovetail_1838	TP	15	-1
HG4_PB_pbsv_12197	FP	8	6
HG3_PB_pbsv_11904	FP	15	53
HG2_Ill_Krunchall_16625	TP	31	16
HG2_Ill_FB_10530	TP	22	31
HG3_Ill_svaba_15390	TP	21	28
HG2_PB_HySA_22159	TP	52	0
HG2_Ill_FB_10532	TP	19	22
HG3_Ill_GATKHCSBGrefine_8095	TP	14	20
HG2_Ill_FB_10533	TP	39	25
HG2_PB_SVrefine2PBcRplusDovetail_1749	TP	355	35
HG2_PB_HySA_22167	TP	25	0
HG2_Ill_Krunchall_16630	TP	29	25
